 0.20000000000000000416E-002 0.95790612899475791053E+000 0.27832122780474537471E+001 0.30928307164033397303E+000
 0.17631656082071324454E-001 0.92701163608313696951E+000 0.27318895169957930769E+001 0.31500408384844258425E+000
 0.33263312164142654070E-001 0.89691193827295667695E+000 0.26815901779744959477E+001 0.32072863853711341964E+000
 0.48894968246213976748E-001 0.86758814581513543640E+000 0.26322928125118183473E+001 0.32645673789986850988E+000
 0.64526624328285306365E-001 0.83902180283104599301E+000 0.25839764346429130448E+001 0.33218838413158879863E+000
 0.80158280410356635981E-001 0.81119487750517582647E+000 0.25366205107819990161E+001 0.33792357942851303232E+000
 0.95789936492427951720E-001 0.78408975249776413641E+000 0.24902049498180933718E+001 0.34366232598824109079E+000
 0.11142159257449928134E+000 0.75768921557249624410E+000 0.24447100934293510832E+001 0.34940462600973398732E+000
 0.12705324865657061095E+000 0.73197645043445203061E+000 0.24001167066111626092E+001 0.35515048169331386863E+000
 0.14268490473864192669E+000 0.70693502777360928135E+000 0.23564059684132754313E+001 0.36089989524066512505E+000
 0.15831656082071327019E+000 0.68254889650930872236E+000 0.23135594628813054285E+001 0.36665286885483439061E+000
 0.17394821690278458592E+000 0.65880237523119300480E+000 0.22715591701981150408E+001 0.37240940474023498385E+000
 0.18957987298485590166E+000 0.63568014383221826957E+000 0.22303874580206128897E+001 0.37816950510264357721E+000
 0.20521152906692724516E+000 0.61316723532946026953E+000 0.21900270730076649706E+001 0.38393317214920241742E+000
 0.22084318514899856090E+000 0.59124902786850730418E+000 0.21504611325348728101E+001 0.38970040808842154600E+000
 0.23647484123106990439E+000 0.56991123690733747065E+000 0.21116731165920739066E+001 0.39547121513017657879E+000
 0.25210649731314122013E+000 0.54913990757567499035E+000 0.20736468598595276802E+001 0.40124559548571425704E+000
 0.26773815339521256362E+000 0.52892140720589231329E+000 0.20363665439588150008E+001 0.40702355136764800658E+000
 0.28336980947728385161E+000 0.50924241803163416975E+000 0.19998166898745965980E+001 0.41280508498996348887E+000
 0.29900146555935519510E+000 0.49008993005040546453E+000 0.19639821505434313931E+001 0.41859019856801527038E+000
 0.31463312164142653859E+000 0.47145123404646149812E+000 0.19288481036059597074E+001 0.42437889431853126343E+000
 0.33026477772349782658E+000 0.45331391477041588223E+000 0.18944000443188386829E+001 0.43017117445961161604E+000
 0.34589643380556917007E+000 0.43566584427206106467E+000 0.18606237786228809750E+001 0.43596704121072760163E+000
 0.36152808988764051357E+000 0.41849517538297603680E+000 0.18275054163639448124E+001 0.44176649679272939064E+000
 0.37715974596971180155E+000 0.40179033534557156981E+000 0.17950313646631934628E+001 0.44756954342783827894E+000
 0.39279140205178314504E+000 0.38554001958529809935E+000 0.17631883214334067578E+001 0.45337618333965334916E+000
 0.40842305813385448854E+000 0.36973318562281598521E+000 0.17319632690381268070E+001 0.45918641875315036049E+000
 0.42405471421592583203E+000 0.35435904712299576280E+000 0.17013434680904593321E+001 0.46500025189468174869E+000
 0.43968637029799712002E+000 0.33940706807768716846E+000 0.16713164513884486428E+001 0.47081768499198106692E+000
 0.45531802638006846351E+000 0.32486695711926905084E+000 0.16418700179839971209E+001 0.47663872027415965515E+000
 0.47094968246213980700E+000 0.31072866196205095601E+000 0.16129922273823789070E+001 0.48246335997170775034E+000
 0.48658133854421109499E+000 0.29698236396866733999E+000 0.15846713938694514390E+001 0.48829160631649892732E+000
 0.50221299462628243848E+000 0.28361847283866759017E+000 0.15568960809637388820E+001 0.49412346154178787838E+000
 0.51784465070835372646E+000 0.27062762141656987458E+000 0.15296550959906274336E+001 0.49995892788221152347E+000
 0.53347630679042512547E+000 0.25800066061670345885E+000 0.15029374847759664480E+001 0.50579800757379234089E+000
 0.54910796287249641345E+000 0.24572865446222788566E+000 0.14767325264564346021E+001 0.51164070285393614679E+000
 0.56473961895456770144E+000 0.23380287523577331088E+000 0.14510297284040827304E+001 0.51748701596143320547E+000
 0.58037127503663910044E+000 0.22221479873920435555E+000 0.14258188212625371172E+001 0.52333694913646155999E+000
 0.59600293111871038843E+000 0.21095609966006551028E+000 0.14010897540923814564E+001 0.52919050462058703221E+000
 0.61163458720078167641E+000 0.20001864704232033554E+000 0.13768326896233056278E+001 0.53504768465675989209E+000
 0.62726624328285307541E+000 0.18939449985904976970E+000 0.13530379996106665086E+001 0.54090849148932373947E+000
 0.64289789936492436340E+000 0.17907590268482720397E+000 0.13296962602941369003E+001 0.54677292736400773254E+000
 0.65852955544699565138E+000 0.16905528146553963631E+000 0.13067982479561979225E+001 0.55264099452793546963E+000
 0.67416121152906705039E+000 0.15932523938347412096E+000 0.12843349345782579807E+001 0.55851269522962054825E+000
 0.68979286761113833837E+000 0.14987855281553325026E+000 0.12622974835922438075E+001 0.56438803171896656519E+000
 0.70542452369320962635E+000 0.14070816738249966593E+000 0.12406772457255477171E+001 0.57026700624727377775E+000
 0.72105617977528102536E+000 0.13180719408730573461E+000 0.12194657549372713845E+001 0.57614962106723355273E+000
 0.73668783585735231334E+000 0.12316890554031992289E+000 0.11986547244437444348E+001 0.58203587843293391746E+000
 0.75231949193942360132E+000 0.11478673226969671184E+000 0.11782360428313445322E+001 0.58792578059985955985E+000
 0.76795114802149500033E+000 0.10665425911488950195E+000 0.11582017702546876237E+001 0.59381932982488849770E+000
 0.78358280410356628831E+000 0.98765221701459918191E-001 0.11385441347183056227E+001 0.59971652836629874006E+000
 0.79921446018563768732E+000 0.91113502995364900605E-001 0.11192555284399583471E+001 0.60561737848376617777E+000
 0.81484611626770897530E+000 0.83693129934940380110E-001 0.11003285042937824834E+001 0.61152188243836524961E+000
 0.83047777234978026328E+000 0.76498270138841681365E-001 0.10817557723315101015E+001 0.61743004249257182892E+000
 0.84610942843185166229E+000 0.69523228688237029282E-001 0.10635301963800298797E+001 0.62334186091026166920E+000
 0.86174108451392295027E+000 0.62762444981593751292E-001 0.10456447907136048325E+001 0.62925733995671162546E+000
 0.87737274059599423826E+000 0.56210489660426007918E-001 0.10280927167991014137E+001 0.63517648189860187458E+000
 0.89300439667806563726E+000 0.49862061604419312399E-001 0.10108672801126075136E+001 0.64109928900401813578E+000
 0.90863605276013692524E+000 0.43711984994371823332E-001 0.99396192702587060630E+000 0.64702576354244722978E+000
 0.92426770884220821323E+000 0.37755206441435963660E-001 0.97737024176101094941E+000 0.65295590778478374006E+000
 0.93989936492427961223E+000 0.31986792181172840621E-001 0.96108594341199737876E+000 0.65888972400332668222E+000
 0.95553102100635090022E+000 0.26401925330967260241E-001 0.94510288303142053756E+000 0.66482721447178283469E+000
 0.97116267708842218820E+000 0.20995903209381765187E-001 0.92941504078110992459E+000 0.67076838146526784890E+000
 0.98679433317049358720E+000 0.15764134716062676994E-001 0.91401652314519354903E+000 0.67671322726030402883E+000
 0.10024259892525648752E+001 0.10702137770839212361E-001 0.89890156020421929650E+000 0.68266175413482588219E+000
 0.10180576453346361632E+001 0.58055368106882058316E-002 0.88406450296898597685E+000 0.68861396436817456923E+000
 0.10336893014167074512E+001 0.10700603432689051193E-002 0.86949982077277043757E+000 0.69456986024110789479E+000
 0.10493209574987789612E+001-0.35084614442444273137E-002 0.85520209872065966472E+000 0.70052944403579142651E+000
 0.10649526135808502492E+001-0.79340990222686643557E-002 0.84116603519472721295E+000 0.70649271803580515616E+000
 0.10805842696629215371E+001-0.12210825803072760873E-001 0.82738643941382128411E+000 0.71245968452614460986E+000
 0.10962159257449928251E+001-0.16342520373376193815E-001 0.81385822904675875211E+000 0.71843034579321862765E+000
 0.11118475818270641131E+001-0.20332968676445566103E-001 0.80057642787775074034E+000 0.72440470412485158391E+000
 0.11274792379091354011E+001-0.24185866144822171925E-001 0.78753616352289834701E+000 0.73038276181028671807E+000
 0.11431108939912069111E+001-0.27904819784788162385E-001 0.77473266519664207852E+000 0.73636452114018169368E+000
 0.11587425500732781991E+001-0.31493350213654382197E-001 0.76216126152705565566E+000 0.74234998440661414953E+000
 0.11743742061553494871E+001-0.34954893650929040605E-001 0.74981737841890849783E+000 0.74833915390308169968E+000
 0.11900058622374207751E+001-0.38292803864401987746E-001 0.73769653696344583693E+000 0.75433203192449971297E+000
 0.12056375183194920631E+001-0.41510354072156800675E-001 0.72579435139385273246E+000 0.76032862076720908462E+000
 0.12212691744015633510E+001-0.44610738801500078587E-001 0.71410652708539623656E+000 0.76632892272896624419E+000
 0.12369008304836348611E+001-0.47597075705775704346E-001 0.70262885859926005327E+000 0.77233294010895647830E+000
 0.12525324865657061491E+001-0.50472407340008740295E-001 0.69135722776910912835E+000 0.77834067520778504878E+000
 0.12681641426477774370E+001-0.53239702896304676172E-001 0.68028760182944070234E+000 0.78435213032748163364E+000
 0.12837957987298487250E+001-0.55901859899906862494E-001 0.66941603158480234015E+000 0.79036730777150476790E+000
 0.12994274548119200130E+001-0.58461705866796817577E-001 0.65873864961897454773E+000 0.79638620984473629250E+000
 0.13150591108939913010E+001-0.60921999923699968194E-001 0.64825166854323956755E+000 0.80240883885348579518E+000
 0.13306907669760628110E+001-0.63285434391343209359E-001 0.63795137928287193319E+000 0.80843519710549061053E+000
 0.13463224230581340990E+001-0.65554636331787888293E-001 0.62783414940101123225E+000 0.81446528690991804034E+000
 0.13619540791402053870E+001-0.67732169060647620662E-001 0.61789642145909240423E+000 0.82049911057736535369E+000
 0.13775857352222766750E+001-0.69820533624978142750E-001 0.60813471141302788414E+000 0.82653667041985978692E+000
 0.13932173913043479629E+001-0.71822170247612032723E-001 0.59854560704435566532E+000 0.83257796875085965382E+000
 0.14088490473864192509E+001-0.73739459738692447743E-001 0.58912576642558101003E+000 0.83862300788525767636E+000
 0.14244807034684907610E+001-0.75574724875142315628E-001 0.57987191641896040917E+000 0.84467179013937654375E+000
 0.14401123595505620489E+001-0.77330231748790959068E-001 0.57078085120799204599E+000 0.85072431783097890445E+000
 0.14557440156326333369E+001-0.79008191083862866488E-001 0.56184943086089000897E+000 0.85678059327925626398E+000
 0.14713756717147046249E+001-0.80610759524516670260E-001 0.55307457992534081459E+000 0.86284061880484008711E+000
 0.14870073277967759129E+001-0.82140040893109042552E-001 0.54445328605385301390E+000 0.86890439672979846719E+000
 0.15026389838788472009E+001-0.83598087419841302093E-001 0.53598259865902575516E+000 0.87497192937763501597E+000
 0.15182706399609187109E+001-0.84986900944433077520E-001 0.52765962759807882865E+000 0.88104321907329552488E+000
 0.15339022960429899989E+001-0.86308434090451732756E-001 0.51948154188600104142E+000 0.88711826814316241396E+000
 0.15495339521250612869E+001-0.87564591412913631019E-001 0.51144556843668409485E+000 0.89319707891506028297E+000
 0.15651656082071325748E+001-0.88757230519758090193E-001 0.50354899083143134231E+000 0.89927965371825369090E+000
 0.15807972642892038628E+001-0.89888163167782683671E-001 0.49578914811423546727E+000 0.90536599488345159692E+000
 0.15964289203712753729E+001-0.90959156333614177292E-001 0.48816343361323727423E+000 0.91145610474280513991E+000
 0.16120605764533466608E+001-0.91971933260277805022E-001 0.48066929378779177373E+000 0.91754998562990763844E+000
 0.16276922325354179488E+001-0.92928174479913749906E-001 0.47330422710057584723E+000 0.92364763987980125215E+000
 0.16433238886174892368E+001-0.93829518813178441894E-001 0.46606578291418904181E+000 0.92974906982897032037E+000
 0.16589555446995605248E+001-0.94677564345855350081E-001 0.45895156041170842576E+000 0.93585427781534802349E+000
 0.16745872007816318128E+001-0.95473869383189205462E-001 0.45195920754067142600E+000 0.94196326617831527273E+000
 0.16902188568637033228E+001-0.96219953382445030932E-001 0.44508641997997105966E+000 0.94807603725869959987E+000
 0.17058505129457746108E+001-0.96917297864182766487E-001 0.43833094012916173909E+000 0.95419259339878070847E+000
 0.17214821690278458988E+001-0.97567347302727397418E-001 0.43169055611968149000E+000 0.96031293694228714308E+000
 0.17371138251099171868E+001-0.98171509996303155110E-001 0.42516310084751041121E+000 0.96643707023439739956E+000
 0.17527454811919884747E+001-0.98731158917290118282E-001 0.41874645102679552977E+000 0.97256499562174547613E+000
 0.17683771372740597627E+001-0.99247632543052008436E-001 0.41243852626397858874E+000 0.97869671545241421207E+000
 0.17840087933561312727E+001-0.99722235667772538004E-001 0.40623728815198106856E+000 0.98483223207594527970E+000
 0.17996404494382025607E+001-0.10015624019572881565E+000 0.40014073938400185337E+000 0.99097154784333141286E+000
 0.18152721055202738487E+001-0.10055088591642101503E+000 0.39414692288650016172E+000 0.99711466510702084776E+000
 0.18309037616023451367E+001-0.10090738126196645286E+000 0.38825392097094135746E+000 0.10032615862209228741E+001
 0.18465354176844164247E+001-0.10122690404715975476E+000 0.38245985450389452520E+000 0.10094123135403989533E+001
 0.18621670737664877127E+001-0.10151060219258885298E+000 0.37676288209507918792E+000 0.10155668494222716003E+001
 0.18777987298485592227E+001-0.10175959443119017567E+000 0.37116119930296692653E+000 0.10217251962248243835E+001
 0.18934303859306305107E+001-0.10197497099861642378E+000 0.36565303785755426391E+000 0.10278873563077974840E+001
 0.19090620420127017987E+001-0.10215779430778233750E+000 0.36023666489992839379E+000 0.10340533320323943567E+001
 0.19246936980947730866E+001-0.10230909960794605518E+000 0.35491038223825960296E+000 0.10402231257612806203E+001
 0.19403253541768443746E+001-0.10242989562867527154E+000 0.34967252561985923132E+000 0.10463967398585829471E+001
 0.19559570102589156626E+001-0.10252116520903907515E+000 0.34452146401895167305E+000 0.10525741766898957241E+001
 0.19715886663409871726E+001-0.10258386591236003105E+000 0.33945559893981502864E+000 0.10587554386222743918E+001
 0.19872203224230584606E+001-0.10261893062685198408E+000 0.33447336373495556439E+000 0.10649405280242409955E+001
 0.20028519785051295266E+001-0.10262726815246349388E+000 0.32957322293798491097E+000 0.10711294472657864052E+001
 0.20184836345872008145E+001-0.10260976377423776384E+000 0.32475367161087881351E+000 0.10773221987183647652E+001
 0.20341152906692721025E+001-0.10256727982249451425E+000 0.32001323470530362858E+000 0.10835187847549023754E+001
 0.20497469467513433905E+001-0.10250065622013146416E+000 0.31535046643770014985E+000 0.10897192077497932505E+001
 0.20653786028334146785E+001-0.10241071101733693893E+000 0.31076394967782566825E+000 0.10959234700789035610E+001
 0.20810102589154859665E+001-0.10229824091399825070E+000 0.30625229535045933593E+000 0.11021315741195694127E+001
